brand_cat,Description
Sensodyne > in Open Beauty Facts,Non alimentaire
Parodontax > in Open Beauty Facts,Non food products
Genius Sans Gluten > in Céréales et pommes de terre,
Twinings > in Thés verts aromatisés au citron,Thés verts aromatisés
Twinings Of London > in Thés verts aromatisés au citron,Thés verts aromatisés
Twinings > in Thés verts à la menthe,Thés à la menthe
Twinings Of London > in Thés verts à la menthe,Thés à la menthe
Twinings > in Thés aromatisés,Thés noirs
Twinings - Lady Grey > in Thés aromatisés,Thés noirs
Twinings Of London - Gunpowder > in Infusions,Thés verts
Twinings > in Thés noirs aromatisés au citron,Thés noirs aromatisés à la bergamote
Twinings Of London > in Thés noirs aromatisés au citron,Thés noirs aromatisés à la bergamote
Twinings Of London > in Thés noirs,Infusions
Twinings > in Boissons sans sucre ajouté,Thés noirs
Twinings > in Boissons sans sucre ajouté,Boissons sans alcool
Twinings > in Thés verts,Thés
Twinings > in Theeën,Plantaardige dranken
Twinings Of London > in Thés noirs aromatisés à la bergamote,Thés à la bergamote
Twinings Of London > in Thés de ceylan,Thés noirs
Twinings > in Thés noirs aromatisés à la bergamote,Thés à la bergamote
Twinings > in Boissons sans alcool,Thés noirs
Twinings > in Boissons sans alcool,Infusions
Twinings Of London > in Boissons sans alcool,Thés noirs
Twinings Of London > in Boissons sans alcool,Infusions
Twinings > in Thés noirs de Ceylan,Thés de ceylan
Twinings Of London > in Thés noirs de Ceylan,Thés de ceylan
Twinings Of London > in Boissons sans sucre ajouté,Thés noirs
Twinings > in Infusions,Thés verts
Twinings > in Infusions,Boissons à base de végétaux
Twinings > in Thés,Boissons à base de végétaux
Twinings > in Thés   saveur pêche,Boissons
Twinings > in Infusions en sachets,Infusions
Bushmill S > in Whisky irlandais,Whiskys
Brewdog > in Bières,Boissons alcoolisées
Brewdog > in Punk IPA,India Pale Ale (IPA)
Brewdog Ipa > in Bières,Boissons alcoolisées
Tyrrell's > in Chips de pommes de terre,Chips
Tyrrell's > in snak vegetali,Parsnip Crisps
Tyrrell S > in snak vegetali,Parsnip Crisps
Tyrrell's > in Chips de patate douce,Chips de pommes de terre à l'huile de tournesol
Kellogg S > in Céréales complètes soufflées enrichies en vitamines et minéraux,Céréales pour petit déjeuner
Spécial K > in Pétales de céréales aux fruits,Céréales extrudées
Kellogg S > in Biscuits fourrés,Biscuits
Snowdonia Cheese > in Cheddar mûr,Cheddars
Meantime > in Bières,Boissons alcoolisées
Gu > in Fondant au chocolat,Gâteaux au chocolat
Gü > in Cheesecakes au citron,Cheesecakes
Gü - Ramequin > in Cheesecakes au citron,Cheesecakes
Gü > in Entremet,Cheesecakes
Gü - Ramequin > in Entremet,Cheesecakes
Gu > in Entremet,Cheesecakes
Kiddylicious > in Bébé goûter,
Tyrrell's > in Chips,Chips et frites
Tyrrell's > in Chips de pommes de terre à l'huile de tournesol,Chips de pommes de terre aromatisées
Tyrrell's > in Chips de pommes de terre à l'huile de tournesol,Chips au sel et vinaigre
Tyrrell's > in Chips de pommes de terre à l'huile de tournesol,Chips de pommes de terre
Tyrells > in Chips de pommes de terre à l'huile de tournesol,Chips de pommes de terre
Tyrrell's > in Cheddar & Chive crisps,Cheddars
Tyrrell's > in Chips de pommes de terre classiques,Chips de pommes de terre à l'huile de tournesol
Tyrrell S > in Chips de pommes de terre classiques,Chips de pommes de terre à l'huile de tournesol
Tyrrell'S > in Chips de pommes de terre à l'huile de tournesol,Chips au sel et vinaigre
Tyrrell S > in Chips de pommes de terre à l'huile de tournesol,Chips au sel et vinaigre
Tyrrell's > in Potato crisps in sunflower oil,Flavoured potato crisps
Tyrrell S > in Potato crisps in sunflower oil,Flavoured potato crisps
Nakd - Berry Delight > in Barres de fruits & noix,Svačiny
Nakd > in Barres de fruits & noix,Snacks sucrés
Fever-Tree > in Boissons avec sucre ajouté,Eau tonique
Fever tree > in Sweetened beverages,Tonic water
Fever Tree > in Sweetened beverages,Tonic water
Fever Tree > in Boissons à base de végétaux,Boissons
Fever tree > in Boissons avec sucre ajouté,Bière de gingembre
Bulldog > in Soin,
Marque blanche bio > in Soin,
Saitaku > in Vinaigres de riz japonais,Vinaigres de riz
Saitaku > in Condiments,
Genius > in Pains,Céréales et pommes de terre
Crosta & Mollica > in Pizzas margherita,Pizzas surgelées
Crosta & Mollica > in Pizzas surgelées,Pizzas et tartes surgelées
Crosta et Mollica > in pizza capricciosa,Pizzas surgelées
Crosta et Mollica > in Pizzas,Pizzas tartes salées et quiches
Filet 3 pièces > in Avocats,Fruits tropicaux
Monster > in Boissons avec sucre ajouté,Boissons énergisantes
Monster > in Boissons avec sucre ajouté,Boisson énergisante sucrée
Monster Energy > in Boissons avec sucre ajouté,Boissons énergisantes
Monster Energy > in Boissons avec sucre ajouté,Boisson énergisante sucrée
Monster Energy > in Boissons énergisantes,Boissons édulcorées
Monster Energy > in Boissons énergisantes,Boissons
Monster Energy > in Sweetened beverages,Frozen foods
Monster > in Boissons énergisantes,Boissons édulcorées
Monster > in Boissons énergisantes,Boissons sans alcool
Monster > in Boissons énergisantes,Boissons
Fjord King > in Boissons énergisantes,Boissons sans alcool
Sarson'S > in Vinaigres,Condiments
Beautiful immunity > in lait fermenté,Produits laitiers fermentés
Gü > in Cheesecakes au caramel,Cheesecakes
Gü > in Cheesecakes,Cakes
Monster > in Boisson énergisante non sucrée avec édulcorants,Boissons énergisantes
Jack daniel's > in Bourbons,Whisky américain
Tassimo - L'Or > in Bourbons,Whisky américain
Jack daniel's > in Boissons alcoolisées,Boissons
Jack daniel's > in Whisky du Tennessee,Whisky américain
Jack daniel's > in Tennessee whiskey,American whiskeys
Papadopoulos > in Stuffed waffles,Chocolate stuffed wafers
Delta Mg > in Yaourts à la grecque nature,Yaourts à la grecque
Delta > in Yaourts à la grecque nature,Yaourts à la grecque
Total > in Yogurts,Fermented dairy desserts
Belin > in Croûtons,Pains
Gaea > in Olives noires dénoyautées,Olives dénoyautées
Gaea - Bio > in Olives noires dénoyautées,Olives dénoyautées
Gaea > in Olives vertes dénoyautées,Olives dénoyautées
Gaea - Bio > in Black olives,Olives
Tramier > in Black olives,Olives
Gaea - Bio > in Olives vertes entières,Olives entières
Violife > in Fromage végétal,Substituts du fromage
Violife > in Vegan feta cheese,Cheese substitutes
Autre Marque > in Susbtituts du fromage râpé,Substituts du fromage
Hotos > in Fetan,Fromages de brebis
Hotos > in Yaourts à la grecque,Yaourts
Les 2 Vaches > in Yaourts à la grecque,Yaourts
Hotos Aop > in Cubes de feta,Fetan
Kolios > in Pains Pita,Pains plats
Magners > in Cidres,Boissons alcoolisées
Carrefour > in Cookies fourrés,Cookies au chocolat
Carrefour > in Mueslis,Breakfast cereals
Carrefour Sensation > in Spécialités laitières,Desserts lactés fermentés
Carrefour Bio > in Mueslis,Céréales pour petit déjeuner
Carrefour Bio > in Cafés en dosettes,Dosettes
Mg Carrefour Sensation > in Skyrs,Desserts lactés fermentés
Carrefour Extra > in Riz thaï blanc,Riz blanc
Carrefour Classic > in Huiles d'olive,Huiles
Aop Carrefour Extra > in Mozzarella di Bufala Campana,Mozzarella de bufflonne
Carrefour Selection > in Huiles d'olive,Huiles
375g > in Plats au poulet,Plats à la volaille
Kwak > in Bières,Boissons alcoolisées
Triple karmeliet > in Triple ales,Belgian beers
Tuc > in Biscuits apéritifs,Amuse gueules
Pim's > in Génoises fourrées aux fruits et nappées de chocolat,Biscuits et gâteaux
Pim's > in Génoises fourrées aux fruits et nappées de chocolat,Biscuits
Pim's > in Génoises fourrées aux fruits et nappées de chocolat,Biscuits au chocolat
Lu > in Génoises fourrées aux fruits et nappées de chocolat,Biscuits
Lu > in Génoises fourrées aux fruits et nappées de chocolat,Biscuits au chocolat
Petit écolier > in Butter biscuit with chocolate,Biscuit with a dark chocolate bar covering
Petit Ecolier > in Butter biscuit with chocolate,Biscuit with a dark chocolate bar covering
Lu - Petit Ecolier > in Butter biscuit with chocolate,Biscuit with a dark chocolate bar covering
Lu > in Butter biscuit with chocolate,Biscuit with a dark chocolate bar covering
Lu - Pim's > in Génoises fourrées aux fruits et nappées de chocolat,Biscuits au chocolat
Lu > in Biscuits apéritifs,Amuse gueules
Lu - Grany > in Barres de céréales aux fruits,Barres de céréales
Tuc - Lu > in Biscuits apéritifs,Amuse gueules
Pim's > in Biscuits à la fraise,Génoises fourrées aux fruits et nappées de chocolat
Prince > in Biscuits fourrés,Biscuits au chocolat
St Mamet > in Gummi candies,Candies
Cote D Or L > in Chocolats au lait extra fin,Chocolats au lait
Cote D Or L > in Chocolats noirs,Chocolats
Côte d'Or > in Chocolats au lait,Chocolats
Cote D Or L > in Chocolats au lait,Chocolats
Côte d'Or - L'Original > in Chocolats au lait,Chocolats
Côte d'Or > in Chocolats au lait aux noisettes,Chocolats aux noisettes
Cote D Or > in Chocolats au lait aux noisettes,Chocolats aux noisettes
L Cote D Or > in Chocolats au lait aux noisettes,Chocolats aux noisettes
Cote D Or > in Chocolats fins de dégustation,Chocolates with extra fine milk
Côte d'Or > in Chocolats fins de dégustation,Chocolates with extra fine milk
La laitière > in Riz au lait saveur vanille,Riz au lait
Lotus > in Chocolats au lait fourrés,Chocolats fourrés
Dinosaurus > in Biscuits secs,Biscuits au chocolat
Lotus > in Biscuits secs,Biscuits au chocolat
Lotus - Dinosaurus > in Biscuits secs,Biscuits au chocolat
Dinosaurus > in Biscuits au chocolat au lait,Biscuits au chocolat
Lotus - Dinosaurus > in Biscuits au chocolat au lait,Biscuits au chocolat
Lotus > in Sladké svačiny,Svačiny
Lotus > in Speculoos,Filled biscuits
Lotus > in Speculoos,Biscuits
Lotus > in Pâtes à tartiner au spéculoos,Spéculoos
Lotus Biscoff > in Pâtes à tartiner au spéculoos,Spéculoos
Lotus > in Cônes et batonnets surgelés,Bâtonnets glacés
Lotus > in Gaufres liégeoises,Gaufre chocolatée
Lotus > in Gaufres liégeoises,Gaufres
Lotus > in Gaufres,Pâtisseries
Lotus bakeries > in Spéculoos,Biscuits
Lotus Original Biscoff > in Spéculoos,Biscuits
Lotus > in Spéculoos,Biscuits
Lotus - The Original > in Spéculoos,Biscuits
Lotus bakeries > in Gaufres liégeoises,Gaufres
St Michel > in Gaufres liégeoises,Gaufres
Lotus - Bakeries > in Gaufres liégeoises,Gaufre chocolatée
Lotus - Bakeries > in Gaufres liégeoises,Gaufres
Lotus bakeries > in Plain Brussels style soft waffle,Chocolate coated waffles
Lotus - Bakeries > in Plain Brussels style soft waffle,Chocolate coated waffles
Lactel - Matin léger > in Jus multifruits pur jus,Jus de fruits pur jus
Tropicana - Essentiels > in Jus multifruits pur jus,Jus de fruits pur jus
Tropicana - Réveil Fruité > in Jus de fruits pur jus,Jus multifruits
Dr Pepper > in Boissons avec sucre ajouté,Sodas au cola
Schweppes - Agrum Zero > in Sodas,Boissons gazeuses
San Pellegrino > in Sodas,Boissons gazeuses
Leffe > in Lagers,Bières
Hoegaarden > in Bières aromatisées,Bières blanches
Leffe > in Bières,Boissons alcoolisées
Hoegaarden > in Bieres aromatisées aux fruits,Bières blanches
Hoegaarden > in Bières blanches,Bières
Corona > in Birre,Bevande alcoliche
Leffe > in Bières ambrées,Bières
Leffe > in Bières sans alcool,Boissons sans alcool
Victoria > in Lagers,Bières
Chatka > in Crevettes sauvages surgelées,Crevettes sauvages
Smirnoff > in Vodka,Eaux de vie
Vegeez > in Chili sin carne,Plats préparés d'origine végétale
Vegeez > in Plats préparés,
Jules Destrooper > in Biscuits,Biscuits et gâteaux
Jules Destrooper > in Knusprige Waffeln,Kekse
Ben's original > in Riz long grain,Riz
Ben's original > in Riz étuvé,Riz long grain
Triple karmeliet > in Bières,Boissons alcoolisées
Karmeliet > in Bières,Boissons alcoolisées
Chouffe > in Lagers,Bières
La Chouffe > in Lagers,Bières
Colona > in Sauces samouraï,Sauces
Colona > in Sauces,Condiments
Colona > in Sauces algériennes,Sauces
Chimay > in Bières,Boissons alcoolisées
Alpro > in Plain soy yogurts,Soy milk yogurts
Alpro > in Soy desserts,Soy milk yogurts
Alpro > in Pflanzliche Lebensmittel,Getränke
Alpro > in Boissons végétales de noisette,Boissons végétales de fruits à coque
Alpro > in Almond based drinks,Nut based drinks
Alpro > in Yaourts aux fruits,Yaourts
Alpro > in Unsweetened beverages,Oat based drinks
Alpro > in Sweetened plain soy based drinks,Soy based drinks
Alpro > in Coconut based drinks,
Alpro > in Yaourts soja natures,Desserts de jus de soja fermenté
Alpro > in Desserts végétaliens fermentés,Produits végétaux fermentés
Alpro > in Desserts de jus de soja fermenté,Desserts végétaliens fermentés
Alpro > in Fermentierte Lebensmittel,Pflanzliche Lebensmittel und Getränke
Alpro > in Coconutmilk yogurts,Non dairy yogurts
Alpro > in Boissons à l'avoine,Boissons végétales de céréales
Alpro > in Desserts de soja au chocolat,Crèmes dessert chocolat végétaliennes
Lindemans > in Bières,Boissons alcoolisées
Trolls > in Lagers,Bières
Cuvee Des Trolls > in Bières,Boissons alcoolisées
Queue De Charrue > in Lagers,Bières
Kriek > in Bières,Boissons alcoolisées
Mort Subite > in Bières,Boissons alcoolisées
Kriek > in Bières aromatisées,Bières blanches
Mort Subite > in Bières aromatisées,Bières blanches
St stefanus > in Bières,Boissons alcoolisées
Abbaye St Stefanus > in Bières,Boissons alcoolisées
Duvel > in Belgian beers,Country specific beers
Duvel > in Lagers,Bières
Duvel > in Bières,Boissons alcoolisées
Rita > in Gaufres fourrées,Gaufres
Galler - Chocolatier > in Pure chocolades,Chocoladeproducten
Galler - Chocolatier > in Chocolats noirs aromatisés,Chocolats aromatisés
Galler - Chocolatier > in Chocolats noirs,Chocolats
Galler - Chocolatier > in Chocolats blancs,Chocolats
Galler - Chocolatier > in Assortiments de chocolats,Chocolats
Mars > in Chocolats,Cacao et dérivés
Galler > in Chocolats,Cacao et dérivés
Galler > in Chocolats noirs fourrés,Chocolats fourrés
Delirium tremens > in Bières,Boissons alcoolisées
Pure > in Pâtes de curry rouges,Pâtes de curry
Pure > in Plats préparés à réchauffer au micro ondes,Plats au poulet
Pure > in Plats à base de pâtes,Plats préparés
Poco Loco - Tex Mex > in Wheat flatbreads,Wheat breads
Bosphorus > in Tortillas de blé,Pains de blé
Poco Loco - Tex Mex > in Tortillas de blé,Pains de blé
Poco Loco > in Wraps,Pains
Poco Loco - Bio Organic > in Tortillas bio,
Frisk > in Pastille,Candies
Autre Marque > in Cheesecakes,Gâteaux
Toblerone > in Cheesecakes,Gâteaux
Paix dieu > in Bières,Boissons alcoolisées
Paix Dieu > in Bières,Boissons alcoolisées
Paix Dieu > in Lagers,Bières
Isali > in Plats préparés à réchauffer au bain marie,Poulet tikka masala
Isali > in Poulet tikka masala,Plats préparés à réchauffer au micro ondes
Milka > in Muffins au chocolat,Muffins aux pépites de chocolat
4x49g > in Donuts,Gâteaux
4x55g > in Donuts,Gâteaux
Kinder > in Bonbons,Chocolate candies
Kinder > in Bonbons,Bonbons de chocolat
Kinder > in Bonbons de chocolat,Confiseries chocolatées
Kinder > in Confiseries,Cacao et dérivés
Raffaello > in Bonbons,Biscuits
Votre Traiteur Vous Propose > in Lasagnes au saumon,Plats au saumon
Croky > in Chips de pommes de terre à l'huile de tournesol,Chips de pommes de terre aromatisées
x2 > in Saumons fumés,Saumons cuits
x2 > in Saumon traiteur,
Bière des amis > in Lagers,Bières
Frisk - Clean Beath > in Chewing gum sans sucres,Chewing gum
St Christophe > in Sauces kebab,Sauces
St Christophe > in Sauces américaine,Sauces
Foodmaker > in Penne,Pastas
Foodmaker > in Pastaschotels,Kant en klaar maaltijden
Foodmaker > in Chili sin carne,Plats préparés d'origine végétale
Foodmaker > in Wraps,Sandwichs
Foodmaker > in Wraps,Wraps au poulet
Foodmaker > in Prepared salads,Meals
Nawhal S > in Sauces,Condiments
Magic waffles > in dessert fourrées aux pommes,Waffeln
Magic waffles > in Waffeln,Gebäck
Bamboo > in Mueslis aux fruits à coque,Céréales aux fruits à coques
Bamboo > in Mueslis croustillant au chocolat,Mueslis au chocolat
Froui > in Thés glacés saveur citron,Thés glacés
Coca-Cola > in Refrigerantes,Refrigerante de Extratos Vegetais
Hawai > in Boissons avec sucre ajouté,Sodas aux fruits
Coca-cola > in Sodas au cola light,Sodas light
Coca-Cola > in Diet cola soft drink,Diet sodas
Coca-Cola Light > in Diet cola soft drink,Diet sodas
Coca-Cola > in Sweetened beverages,Carbonated soft drinks without fruit juice with sugar
Coca-Cola Light > in Sodas au cola light,Sodas light
Fuzetea > in Boissons avec sucre ajouté,Thés glacés saveur pêche
Fuzetea > in Boissons avec sucre ajouté,Thés glacés
Fuze Tea > in Boissons avec sucre ajouté,Thés glacés saveur pêche
Fuze Tea > in Boissons avec sucre ajouté,Thés glacés
Fuze Tea > in Thés glacés saveur mangue,Thés glacés
Fuzetea > in Thés glacés,Boissons au thé
Fuze Tea > in Thés glacés,Boissons au thé
